(0,0,62,50,0,12)
(0,12,62,50,0,12)
(0,12,74,50,0,12)
(0,25,69,50,0,12)
(0,37,68,50,0,12)
(0,25,67,50,0,12)
(0,25,65,50,0,12)
(0,25,62,50,0,12)
(0,12,65,50,0,12)
(0,12,67,50,0,12)
(0,12,60,50,0,12)
(0,12,60,50,0,12)
(0,12,74,50,0,12)
(0,25,69,50,0,12)
(0,37,68,50,0,12)
(0,25,67,50,0,12)
(0,25,65,50,0,12)
(0,25,62,50,0,12)
(0,12,65,50,0,12)
(0,12,67,50,0,12)
(0,12,59,50,0,12)
(0,12,59,50,0,12)
(0,12,74,50,0,12)
(0,25,69,50,0,12)
(0,37,68,50,0,12)
(0,25,67,50,0,12)
(0,25,65,50,0,12)
(0,25,62,50,0,12)
(0,12,65,50,0,12)
(0,12,67,50,0,12)
(0,12,58,50,0,12)
(0,12,58,50,0,12)
(0,12,74,50,0,12)
(0,25,69,50,0,12)
(0,37,68,50,0,12)
(0,25,67,50,0,12)
(0,25,65,50,0,12)
(0,25,62,50,0,12)
(0,12,65,50,0,12)
(0,12,67,50,0,12)
(0,12,62,50,0,12)
(0,12,62,50,0,12)
(0,12,74,50,0,12)
(0,25,69,50,0,12)
(0,37,68,50,0,12)
(0,25,67,50,0,12)
(0,25,65,50,0,12)
(0,25,62,50,0,12)
(0,12,65,50,0,12)
(0,12,67,50,0,12)
(0,12,60,50,0,12)
(0,12,60,50,0,12)
(0,12,74,50,0,12)
(0,25,69,50,0,12)
(0,12,61,50,0,12)
(0,25,68,50,0,12)
(0,25,67,50,0,12)
(0,25,65,50,0,12)
(0,25,62,50,0,12)
(0,12,65,50,0,12)
(0,12,67,50,0,12)
(0,12,59,50,0,12)
(0,12,59,50,0,12)
(0,12,74,50,0,12)
(0,25,69,50,0,12)
(0,37,68,50,0,12)
(0,25,67,50,0,12)
(0,25,65,50,0,12)
(0,25,62,50,0,12)
(0,12,65,50,0,12)
(0,12,67,50,0,12)
(0,12,58,50,0,12)
(0,12,58,50,0,12)
(0,12,74,50,0,12)
(0,25,69,50,0,12)
(0,37,68,50,0,12)
(0,25,67,50,0,12)
(0,25,65,50,0,12)
(0,25,62,50,0,12)
(0,12,65,50,0,12)
