time,f0,confidence,loudness
0.0,217.68322204856338,0.631561,-3.8480642405355523
0.01,217.61281628750496,0.72181636,-3.733389440827039
0.02,217.31040700270282,0.8002886,-3.733352153790344
0.03,217.23047619570463,0.829872,-3.820870198662292
0.04,217.7676045815315,0.8709821,-3.9791382226224026
0.05,218.0924050368699,0.87301403,-4.17894531315362
0.06,218.04203764202407,0.8923047,-4.361881991308968
0.07,217.92006801195672,0.90455765,-4.4549510045680005
0.08,217.9680346612297,0.91556025,-4.544667697381104
0.09,218.03753985353222,0.9034933,-4.660831548866306
0.1,217.90531716531478,0.91406024,-4.791226652215407
0.11,217.93405150048596,0.92405343,-4.9430452169444905
0.12,217.82237447352426,0.9158381,-5.10789558124012
0.13,217.71285996839384,0.9147937,-5.27039694309086
0.14,217.87375308170337,0.915959,-5.41408878889604
0.15,217.8735452753466,0.91457766,-5.549983046669389
0.16,217.96024443114175,0.9036562,-5.632868975919162
0.17,218.43545590395428,0.8907435,-5.608295772846483
0.18,218.4500035204363,0.8507324,-5.560092611449942
0.19,218.27264557165483,0.5946732,-5.4931726022322405
0.2,218.1763187648116,0.8125838,-5.446934672313869
0.21,218.4406549115964,0.82815397,-5.444474645622587
0.22,219.4574683790148,0.8855866,-5.489110503209767
0.23,220.40396682397304,0.90448177,-5.58344128606556
0.24,222.69837638133822,0.8775976,-5.679757381903293
0.25,225.13529779292708,0.83801854,-5.6690027995840495
0.26,230.8112301748852,0.83213186,-5.347688020655262
0.27,237.3335439142303,0.8127976,-4.896141225490596
0.28,243.26677535004904,0.85424006,-4.484628775683449
0.29,245.06039934313182,0.45483336,-4.161150156736887
0.3,246.29620190284834,0.79012334,-3.8863762897592533
0.31,245.78580237180958,0.87293863,-3.6946532457125296
0.32,246.54200882165725,0.8902793,-3.594623626216941
0.33,247.07447857331903,0.9169083,-3.590187531844703
0.34,247.50733709457393,0.9327936,-3.6294005873620914
0.35,247.57729116980758,0.93351436,-3.706999318231137
0.36,247.82923108444044,0.93288887,-3.8220405213987902
0.37,247.9699195620481,0.9285632,-3.9527195520865885
0.38,248.0749949407631,0.9249797,-4.067374327225351
0.39,248.0807819193293,0.90970993,-4.178474664550333
0.4,247.99523605140433,0.9112543,-4.284592752760243
0.41,248.02864989835535,0.8927789,-4.414300944360258
0.42,248.23874963512677,0.8868362,-4.517330570944529
0.43,248.34857584290643,0.8648124,-4.660998150318647
0.44,248.31349199816142,0.8609725,-4.826854579506273
0.45,248.207066847642,0.84206665,-5.024274609583966
0.46,248.08718533720696,0.84327763,-5.231015137201733
0.47,248.1924705806932,0.83282983,-5.407494052132786
0.48,248.13950788451672,0.7942617,-5.477863562053809
0.49,248.82689187160338,0.77186525,-5.409593238522198
0.5,250.21275048186095,0.7519882,-5.347593950008078
0.51,251.90024757543034,0.7760987,-5.324937122500855
0.52,251.9923140127851,0.74750245,-5.329419977058329
0.53,251.3498005047872,0.6941923,-5.371658722259799
0.54,252.84200671439373,0.4673393,-5.422604912872326
0.55,250.78369764249717,0.35431194,-5.381191538259173
0.56,248.09408256640114,0.19713265,-5.130508314529537
0.57,244.98446658256893,0.32516706,-4.767799764272247
0.58,251.18420535651427,0.57047594,-4.400678795299074
0.59,256.9600713238785,0.78256905,-4.121898693535353
0.6,259.00723649406194,0.8598083,-3.929424606176742
0.61,259.95857657791305,0.9121233,-3.8109595635077795
0.62,260.5954157064691,0.9310466,-3.7454634353092477
0.63,260.9547660756124,0.92981493,-3.716358616766283
0.64,261.34179067080254,0.94835556,-3.7170727101838255
0.65,261.36810420735145,0.9555569,-3.7170576089946454
0.66,261.52111177232587,0.96140116,-3.720570246460838
0.67,261.38754112819663,0.96159905,-3.762526450232002
0.68,261.43890055246425,0.9593179,-3.8409674003142085
0.69,261.6258489511058,0.9607074,-3.961309823405056
0.7,261.71195737994026,0.9630983,-4.115205407044841
0.71,261.7769034775322,0.95263374,-4.277195412269897
0.72,261.93367678436437,0.9467659,-4.470555716529763
0.73,262.2822223265006,0.9423714,-4.678404788203278
0.74,262.643752669001,0.9339577,-4.870661776039354
0.75,263.01525100458196,0.9117,-5.055097937400261
0.76,263.10769780164856,0.88979816,-5.227651240825984
0.77,263.00525334488793,0.8898481,-5.361174701136391
0.78,263.04323354693764,0.89942193,-5.4953287685047965
0.79,262.8039691255743,0.8522868,-5.586349019324965
0.8,262.94212454278585,0.6427675,-5.618865926545898
0.81,260.09331714022346,0.35766152,-5.623622649293383
0.82,258.70632852959034,0.124590635,-5.637441975983509
0.83,269.0427731644615,0.08428362,-5.68359004555712
0.84,287.41593345112483,0.06465918,-5.690677984989602
0.85,288.4835123154293,0.11365035,-5.5606744197086995
0.86,287.5984275296616,0.16022271,-5.229991408752199
0.87,284.0885432191384,0.07201666,-4.8706872384108095
0.88,285.6218214192727,0.6177424,-4.49723524455514
0.89,285.7940946847556,0.62278736,-4.1559301340719585
0.9,286.7259407923773,0.7017327,-3.8961656788730807
0.91,288.4110127849292,0.87010723,-3.736693092913857
0.92,289.567830885129,0.8900697,-3.667302362865577
0.93,290.78264046426875,0.94718087,-3.649262264007806
0.94,292.3007911204379,0.9478354,-3.699685543281607
0.95,293.1704476530264,0.9480468,-3.7768905005423346
0.96,293.59093162524425,0.9618395,-3.8779264594108995
0.97,293.87164867572517,0.96950257,-4.019260823210896
0.98,294.0386602997445,0.9732423,-4.1356247259120975
0.99,294.11975902237066,0.9687166,-4.219069643704233
1.0,294.0900462155304,0.95790505,-4.305873374868453
