time,f0,confidence,loudness
0.0,544.4172889026872,0.026994646,-5.93968755024632
0.01,543.9472603202313,0.040889025,-5.466264637378262
0.02,542.5797428060275,0.05708757,-5.10477961255316
0.03,545.0156448752432,0.3032621,-4.763175042947949
0.04,545.5859412464245,0.5700419,-4.488958055275574
0.05,547.2775737299316,0.57338786,-4.290257712193392
0.06,551.8459450058773,0.6623545,-4.159668945835371
0.07,554.7170365238159,0.8034729,-4.087898942667459
0.08,556.002081861739,0.84671044,-4.086157512100881
0.09,557.1124519036345,0.86501175,-4.1354190750505175
0.1,557.7217758461592,0.8924225,-4.2185173439047
0.11,558.1141161758301,0.9050507,-4.321864436346823
0.12,557.735596442551,0.9054837,-4.375008781232135
0.13,557.237300484826,0.91281426,-4.373772553786421
0.14,556.4423546387831,0.90617293,-4.387063861863974
0.15,555.1774699964151,0.89235103,-4.378998617775524
0.16,554.6608089309804,0.9107398,-4.365160456764412
0.17,554.3359602822865,0.9138791,-4.336654362206383
0.18,553.7359306237777,0.9022945,-4.287590737172347
0.19,553.6840831056758,0.8874185,-4.198462334844365
0.2,553.7889945847974,0.8831471,-4.107205718061877
0.21,553.8470820708802,0.8590423,-4.036910185458969
0.22,554.7838478265201,0.8740059,-3.94721251594958
0.23,555.0237450463164,0.8919085,-3.8997167120095835
0.24,555.6555942090918,0.90398216,-3.8528102296521425
0.25,556.4506122128905,0.9079921,-3.8306714610531603
0.26,556.916686345822,0.91976976,-3.8461391681944854
0.27,558.4298791326598,0.91608465,-3.902942442870689
0.28,559.7969528162944,0.90335405,-3.955471052197934
0.29,561.1060914198504,0.9006394,-4.024614139746797
0.3,562.1129477180007,0.9100568,-4.086950041475787
0.31,562.7035807974735,0.91762006,-4.081127560789653
0.32,563.7861815448914,0.91509926,-4.034214501728339
0.33,562.9607559245644,0.9332291,-3.9675034617976666
0.34,561.5096350791307,0.9166658,-3.9387414216217147
0.35,559.320134703952,0.9177264,-3.913281738179635
0.36,557.6724442842353,0.9337448,-3.9183555631588183
0.37,556.0058380242891,0.9339328,-3.966906827698543
0.38,555.1022233652344,0.924598,-4.035639862566382
0.39,554.3259755953044,0.9164119,-4.075888764812692
0.4,554.0008884106318,0.9086573,-4.059699938183118
0.41,554.412925494663,0.9124869,-4.004216882427634
0.42,554.4351674399367,0.9088137,-3.9652698702459332
0.43,554.7518223233033,0.9167961,-3.951283981035363
0.44,556.2268816204958,0.93419707,-3.9384962987221632
0.45,556.9918499927774,0.9312979,-3.935242464455948
0.46,557.5593713480993,0.93403864,-3.9374028598963435
0.47,558.0284259808063,0.930197,-3.8724946399290787
0.48,558.307043196789,0.93141615,-3.6504133994190107
0.49,558.0039151013531,0.9333893,-3.3962979836092893
0.5,557.8991551952337,0.93838906,-3.073407507213845
0.51,557.4559874361239,0.93544126,-2.794326149668512
0.52,557.1402138390712,0.9178711,-2.5882965080027667
0.53,557.6318691982432,0.87785375,-2.4825982860788014
0.54,560.9369631503683,0.7181641,-2.4820555755562936
0.55,580.5276693341548,0.8449305,-2.56329103291613
0.56,585.3087386447974,0.939886,-2.7218529629129136
0.57,587.5877158938756,0.98088384,-2.9661664707686017
0.58,588.8160714459639,0.9888886,-3.251293754475295
0.59,588.9703116667765,0.98692226,-3.537526147463122
0.6,589.7641364436296,0.9852895,-3.780372368052092
0.61,589.3927435837052,0.98593223,-3.740317977620847
0.62,588.813372435559,0.983257,-3.4608041339698037
0.63,589.2442646300821,0.9745421,-3.1594609527081925
0.64,588.2205112847441,0.96490407,-2.9430379913895997
0.65,585.8481693539976,0.93928653,-2.7702766796570493
0.66,582.3201956956441,0.917529,-2.6337871020146912
0.67,580.6492511982983,0.77388394,-2.5276317799203682
0.68,578.4367007009013,0.5133098,-2.4821535521729685
0.69,548.8406136314121,0.49239177,-2.4862274381387652
0.7,552.7079672711188,0.69289947,-2.5431398571429042
0.71,555.2992190378332,0.8688982,-2.66360939476763
0.72,556.6990355976773,0.91225743,-2.8646646604853836
0.73,556.4371736230463,0.9253665,-3.1548082569780913
0.74,556.5789927726278,0.9325036,-3.4879208310587777
0.75,556.0405705806862,0.9313378,-3.7429315722964196
0.76,555.7336620783333,0.9294208,-3.9251645953938405
0.77,555.5902941592889,0.93050253,-3.997371247807258
0.78,555.5392550829198,0.9371041,-4.0194826501484
0.79,555.3496948248662,0.93573415,-3.9956030909974802
0.8,555.382889719243,0.93570673,-3.9727182507102574
0.81,555.2437194279801,0.9345993,-3.9594822272448136
0.82,555.5371110524325,0.9361748,-3.959531625856227
0.83,555.4360670945198,0.9358286,-3.9514743330687323
0.84,555.7341073786026,0.93559253,-3.9245545864799074
0.85,555.5451768279388,0.93580425,-3.886148210517121
0.86,555.5994467723021,0.93373996,-3.8283538871425358
0.87,555.7709823902908,0.93744844,-3.8199612036793646
0.88,555.5455630860951,0.9349811,-3.792066475096058
0.89,555.8734443731533,0.93949455,-3.782016511426252
0.9,555.9645091439905,0.93808126,-3.78192359640864
0.91,556.0957224930053,0.9381523,-3.787067812428709
0.92,556.039007655855,0.937889,-3.7730058551664514
0.93,556.3921086753942,0.93718284,-3.7402118790443755
0.94,556.4448383158095,0.93551064,-3.6717139786267103
0.95,556.4847593097503,0.9332502,-3.5823477755235866
0.96,556.857363850293,0.94080216,-3.485678815901974
0.97,557.0129116824323,0.94015616,-3.4133102681036807
0.98,556.864789928896,0.9380414,-3.3782999380022507
0.99,556.9411009037385,0.93375945,-3.377206412018267
1.0,557.0107384826947,0.9316292,-3.388540415030031
1.01,557.2934662649965,0.9257421,-3.381484631264868
1.02,557.6062165154555,0.91688925,-3.287565596937192
1.03,558.0565546194049,0.9066974,-3.1728519579226324
1.04,558.372366510487,0.88942385,-3.0558722365273794
1.05,557.7710018025563,0.86240935,-2.9446369445039906
1.06,557.1895220515618,0.7918676,-2.8933769644477603
1.07,585.3387825293295,0.44769278,-2.9106521983549083
1.08,658.4304426206381,0.48662856,-2.998336610256957
1.09,660.284847116063,0.8807044,-3.1505433975690424
1.1,659.7941613149997,0.93015313,-3.317430957083626
1.11,660.7683093099945,0.9478208,-3.5003331445619685
1.12,661.7378843005692,0.95534897,-3.633014005913571
1.13,661.8917930297125,0.9539199,-3.725919681188595
1.14,662.5189460977482,0.948241,-3.80150653203301
1.15,662.3610546132354,0.9498358,-3.873517054414208
1.16,662.1868675125809,0.9481368,-3.9573118235901035
1.17,662.127785668463,0.9432858,-4.053744656022787
1.18,661.802230024822,0.94206065,-4.132825363234028
1.19,662.2214590982362,0.94377315,-4.165559563437217
1.2,662.0988980411261,0.9498286,-4.162594296119348
1.21,661.8704083375512,0.94885325,-4.1470906565396195
1.22,661.6641750583512,0.9432111,-4.133216500357125
1.23,660.8435115048189,0.9434991,-4.117294067882514
1.24,660.6438104233912,0.94652617,-4.115844813478397
1.25,660.9694503870389,0.94239926,-4.123324192410166
1.26,661.4286431894213,0.9399291,-4.105082125821277
1.27,660.8827730660955,0.94501483,-4.071893228434993
1.28,660.9098171597651,0.94533694,-4.024026031014727
1.29,660.5539634785663,0.9400474,-3.9798221578434148
1.3,659.4419124913692,0.92966104,-3.9374836502500097
1.31,658.45777973384,0.92152584,-3.926126553458379
1.32,658.0460418253979,0.92667055,-3.9137141948301113
1.33,657.5308112545973,0.93347895,-3.922313711163805
1.34,656.2735291994657,0.95324373,-3.9145840273192904
1.35,655.7243117494916,0.9613281,-3.9316087959160386
1.36,655.3069711045227,0.9622493,-3.936426471788313
1.37,655.7296319419206,0.96680653,-3.934259941090093
1.38,656.1774807708598,0.95948523,-3.899642683849433
1.39,656.1635225806781,0.95992994,-3.8742991185391498
1.4,657.0756575315648,0.95707625,-3.841091584400037
1.41,657.6704756085683,0.94942796,-3.816628158144166
1.42,658.8300058666691,0.9425143,-3.791372704485808
1.43,659.162138347253,0.94224274,-3.7837163362864352
1.44,659.6403326623797,0.93734384,-3.8140378428962576
1.45,659.8080466808794,0.9393718,-3.8391523435397157
1.46,659.5623815507872,0.93950975,-3.857708901191779
1.47,659.771465331055,0.94217634,-3.88044639327392
1.48,660.2537914821144,0.94534767,-3.9363451383720487
1.49,660.5606440628585,0.9426937,-4.0109691454339025
1.5,660.7697334508016,0.9483645,-4.091209603446617
1.51,660.7054511360524,0.9481822,-4.175144776131654
1.52,660.0101803933234,0.9393504,-4.302083959576164
1.53,659.2445630390522,0.93485916,-4.451382219590941
1.54,659.1092433682811,0.93098414,-4.614521564248281
1.55,659.0338072439392,0.92342734,-4.784859396390402
1.56,657.8915055995174,0.9344878,-4.863920472337309
1.57,657.4969251809084,0.9348082,-4.839397744674839
1.58,656.5452238044576,0.928722,-4.798394031306923
1.59,656.4882661601199,0.9317939,-4.715463523150003
1.6,654.3544713378129,0.9198573,-4.664561106343062
1.61,651.4186430666314,0.8783009,-4.64492341431436
1.62,647.7310627019807,0.7870668,-4.698016694195718
1.63,647.838045403372,0.72910815,-4.8282504048944554
1.64,650.4810858166397,0.7268264,-4.9433809209509265
1.65,652.8247589754033,0.8073294,-4.94709002374182
1.66,654.1939518609165,0.8792424,-4.751096802365093
1.67,655.7182841428282,0.87850475,-4.495729187174872
1.68,653.3970487336601,0.88888526,-4.263729081713903
1.69,651.3925496682309,0.89286834,-4.027823661069103
1.7,649.4533322885404,0.9170811,-3.839519807794803
1.71,648.2189487511805,0.93335223,-3.698555547406365
1.72,650.3746023206714,0.930153,-3.623755237753039
1.73,653.5375107164565,0.9523877,-3.6036337844008575
1.74,657.5709051460366,0.94275737,-3.632793058360372
1.75,659.3312577396138,0.9490511,-3.724527323723352
1.76,658.8609352616686,0.94533336,-3.821762965641702
1.77,658.5707924453604,0.93267477,-3.909794810743561
1.78,658.2452617485901,0.92751294,-3.9310696969598027
1.79,657.3618188312837,0.9368567,-3.896584451975768
1.8,655.4428759419404,0.95672333,-3.8540062724511475
1.81,652.9247876471828,0.9509202,-3.8070771826534413
1.82,651.6407382804159,0.943746,-3.7792413054846086
1.83,651.8066035781371,0.94854975,-3.8003765193866923
1.84,651.8037564657673,0.9461614,-3.8174758047438924
1.85,652.0297000780813,0.9459809,-3.821060190005786
1.86,654.0401351809318,0.9580078,-3.798163570562345
1.87,654.9563481350061,0.9609432,-3.7879883836394805
1.88,656.2148293908795,0.95693403,-3.8235610685519004
1.89,657.0002662308386,0.95380175,-3.8715037223191198
1.9,657.6703992130397,0.9500654,-3.9426292522145885
1.91,657.2949986869057,0.95350206,-4.01747391415475
1.92,656.6949252066067,0.9541601,-4.0535864585105275
1.93,656.2690246387116,0.9561473,-4.089932581487375
1.94,655.9069784182402,0.9544994,-4.129511551761013
1.95,655.8934771772094,0.9490355,-4.152487183398467
1.96,655.431619521089,0.9559191,-4.1755308560158095
1.97,655.4226699841887,0.95994616,-4.1955614116100675
1.98,655.6227732069096,0.95959586,-4.206129069623028
1.99,655.193240952941,0.9671992,-4.192969754513048
2.0,654.8212330131809,0.9653882,-4.123660410533922
2.01,654.433206160329,0.9623137,-3.987874416950967
2.02,653.1612218823659,0.95713687,-3.777635506253748
2.03,652.527133684426,0.9577688,-3.5226733027283776
2.04,651.7488906731081,0.95306146,-3.263567564691771
2.05,651.3636283680039,0.94105566,-3.0618465591143584
2.06,651.2272710563,0.91874564,-2.885574897622521
2.07,650.769823367596,0.87917817,-2.727191134678167
2.08,648.9492225661522,0.8125546,-2.5854440901806575
2.09,587.2419345540562,0.29089606,-2.4579700123556094
2.1,519.5343423561433,0.31071863,-2.3558284608458884
2.11,484.5821320495498,0.7762981,-2.31343243336708
2.12,488.37457837361086,0.8585135,-2.3422394658102585
2.13,490.18931906377054,0.93517935,-2.4505264440110066
2.14,491.1334835309637,0.95525026,-2.6518134193739007
2.15,491.4311504248742,0.96474075,-2.9080024398930227
2.16,491.65153774490045,0.96436167,-3.219059687310979
2.17,491.9379370467299,0.95882773,-3.5260862219350586
2.18,492.4029885203353,0.9532608,-3.7518882962555824
2.19,492.95680087889883,0.9512313,-3.8971884505063334
2.2,492.74898509238346,0.95142305,-4.001284207257705
2.21,492.9236897051861,0.95935845,-4.071397491006921
2.22,492.9097488154941,0.9532831,-4.133148036161542
2.23,492.83222115973393,0.9485302,-4.122465849564537
2.24,492.8096821389719,0.94766605,-4.029382675421278
2.25,492.92819186829286,0.9518591,-3.945222327575055
2.26,492.5783690680232,0.95463467,-3.8874606609856612
2.27,492.1924928059045,0.96062136,-3.8466119560075644
2.28,491.84245370111364,0.96277094,-3.8228618464885726
2.29,490.90160134925134,0.96317697,-3.812176391010208
2.3,490.6079977408083,0.96265006,-3.8113673451991383
2.31,489.9858419003393,0.9596665,-3.818234573032402
2.32,489.1016962661834,0.95509195,-3.855202001006469
2.33,488.8188819429341,0.9520136,-3.9026654881251335
2.34,488.53674135261855,0.9441297,-3.9422501726052057
2.35,488.3179908855385,0.9419162,-3.8749642551430155
2.36,488.13726735169695,0.9399582,-3.7511742486917066
2.37,487.9084375834179,0.930537,-3.6395393260142375
2.38,487.9217919215335,0.9344838,-3.5238804867939653
2.39,489.7107639801201,0.96284306,-3.457605044093405
2.4,491.0892171979996,0.9659573,-3.4331849582210405
2.41,492.29134316095866,0.95768535,-3.4496511556717993
2.42,493.2042133837626,0.9680591,-3.478264806998157
2.43,493.35514814283147,0.97254145,-3.5459317424110743
2.44,493.4409666028764,0.9738914,-3.611865021191505
2.45,493.4985421133286,0.9711561,-3.634310734049725
2.46,493.3497421678083,0.96417916,-3.5719205997383305
2.47,492.8126371077861,0.9492086,-3.527380809480451
2.48,492.4730009335332,0.955957,-3.5066158361209276
2.49,491.9272055185389,0.96079403,-3.5133100243421493
2.5,491.05932004082086,0.9671561,-3.5383179673056087
2.51,490.38796224146074,0.9678985,-3.5796318828117957
2.52,489.82563279420594,0.95944667,-3.6478376435618975
2.53,489.9104406667967,0.95984167,-3.71276126137627
2.54,490.0163606107919,0.96337134,-3.70590829633323
2.55,490.28300628118046,0.9688206,-3.6794156651629217
2.56,490.2976803607558,0.96594703,-3.6463358685268537
2.57,490.6851086095827,0.9660696,-3.6263679727733535
2.58,490.960578199257,0.96665347,-3.6030627175254604
2.59,490.8226469317714,0.96876085,-3.5774451332815214
2.6,490.5541732574613,0.9654654,-3.568769847614249
2.61,490.50258189094507,0.9606327,-3.58881152988331
2.62,490.9730087264818,0.96476185,-3.4528918606191548
2.63,491.0165373701128,0.9665514,-3.202206329750682
2.64,491.09660070250555,0.96657884,-2.926209230355159
2.65,491.5860460602422,0.9597946,-2.653344752842937
2.66,492.87085295820935,0.9441803,-2.376769309068549
2.67,493.9908284829963,0.9630066,-2.1550122089005868
2.68,494.5303448433749,0.94283354,-2.0186523519497177
2.69,494.8126336563578,0.87165564,-1.9625759493131323
2.7,495.95840551024855,0.53292215,-1.9693862932007211
2.71,551.0603075233079,0.8009641,-2.055548387482276
2.72,553.3639957398685,0.8907368,-2.1868329412309446
2.73,553.7930664083416,0.9244869,-2.3992128287159127
2.74,553.5777400396867,0.9122884,-2.6321779502664095
2.75,553.7780680949326,0.9145192,-2.802557559959785
2.76,553.1710610469057,0.8936032,-2.8196883089952753
2.77,551.9120513418039,0.8904048,-2.7253636984017056
2.78,548.3586207222112,0.854054,-2.610183636697749
2.79,542.6176924224502,0.5075545,-2.5426011578396728
2.8,497.99689483922583,0.4749437,-2.5296578123014912
2.81,479.748158789547,0.796265,-2.5371555843661873
2.82,483.82617078696313,0.9089035,-2.601128136337861
2.83,487.585476620533,0.91902363,-2.7251399309403825
2.84,489.4250362342106,0.95433545,-2.909627886754678
2.85,489.6654217348799,0.9615238,-3.166414939774213
2.86,489.966453105686,0.96768653,-3.4496162389176686
