time,f0,confidence,loudness
0.0,626.4113620803449,0.03837186,-6.84661783740321
0.01,627.0864543601785,0.10033429,-6.617882625293772
0.02,634.4021453411599,0.09210056,-6.50127971158555
0.03,650.429347419474,0.12145695,-6.426066360575728
0.04,650.650193995903,0.10324255,-6.412801148544692
0.05,624.2682485010356,0.092867345,-6.396076904186719
0.06,634.8322805969437,0.09910077,-6.380613086987164
0.07,644.9175623723047,0.1307773,-6.342681880927999
0.08,646.0985700146246,0.1577731,-6.325913810054308
0.09,652.1309838040477,0.13154441,-6.319352268882245
0.1,656.2418964649228,0.10749003,-6.323570275584612
0.11,657.3735945739242,0.09858,-6.343666381534611
0.12,645.1134315585226,0.13095796,-6.348573629631106
0.13,645.0401748759989,0.12615019,-6.3448497281717495
0.14,650.885669135224,0.10688433,-6.350392917060602
0.15,624.9328002042472,0.092312545,-6.338831950782606
0.16,625.980076748938,0.12295768,-6.3278425909981895
0.17,633.6115439561778,0.05039397,-6.3289189155366765
0.18,644.5649029632366,0.13836962,-6.329374295473429
0.19,658.3167760307117,0.12049633,-6.344403863744005
0.2,656.9826002605405,0.10880536,-6.36585786722997
0.21,634.8760836534519,0.06452975,-6.379888235185535
0.22,636.406233093943,0.13234872,-6.378858422989857
0.23,631.9223043013063,0.046410292,-6.369985238168629
0.24,621.7307977482725,0.27390838,-6.357140807491127
0.25,618.1509138055288,0.12184736,-6.353433210066873
0.26,626.1119826592515,0.05917242,-6.353573107806978
0.27,624.4622770357234,0.093319595,-6.36815464000546
0.28,626.6997350163349,0.107471585,-6.389853157873891
0.29,643.9447974572743,0.12841678,-6.385243890224038
0.3,652.0427461107556,0.13473827,-6.374139100684229
0.31,657.0713015818388,0.111679584,-6.376085248976005
0.32,625.5655381965904,0.1194298,-6.365837855163112
0.33,636.6745354134423,0.12423509,-6.3623023702707275
0.34,646.8984235486117,0.17245317,-6.34440094613844
0.35,597.4610922015991,0.10494855,-6.33678133127926
0.36,598.518613295948,0.09471217,-6.33556754792642
0.37,623.3164586207929,0.08927435,-6.32855660251761
0.38,625.633010717912,0.09092042,-6.310338275498338
0.39,645.1217290242012,0.10258651,-6.285573142896306
0.4,644.9367497504647,0.13243786,-6.260625754486101
0.41,646.5475378330291,0.1121411,-6.269828898819813
0.42,656.7986105750475,0.10530856,-6.270456877627355
0.43,625.6043944148679,0.09933299,-6.240251318042202
0.44,627.4570472741614,0.10780984,-6.208484519356966
0.45,644.1932425969369,0.12196377,-6.178568665385577
0.46,650.6877879625347,0.14505371,-6.164233630532503
0.47,657.3442775476296,0.114913255,-6.130932978413785
0.48,624.2110545618552,0.093262315,-6.132978324385282
0.49,634.7287871840385,0.10721648,-6.166127361593781
0.5,646.945964077113,0.13839322,-6.216886462351502
0.51,645.1805330294994,0.12168777,-6.258801073374149
0.52,597.7234902711187,0.08456233,-6.30071791966547
0.53,599.9549179646591,0.07403207,-6.290275913621744
0.54,623.1659962295076,0.08187258,-6.2700614559299375
0.55,632.6350551747162,0.09053296,-6.277144206370126
0.56,646.8507439544171,0.09945676,-6.282521555634864
0.57,651.1288769566937,0.110601276,-6.317783666831295
0.58,633.1458197052241,0.07438725,-6.3842371921353624
0.59,626.8847209115593,0.106072545,-6.401348222115113
0.6,635.2546651650617,0.09225786,-6.405434355968714
0.61,646.4821394604161,0.14477351,-6.386956817166438
0.62,657.6755861911194,0.11123788,-6.367731310434789
0.63,657.8815003847927,0.11014512,-6.345110335415788
0.64,626.628579989596,0.08852345,-6.321232517480545
0.65,659.0573352926099,0.05653444,-6.322022347348823
0.66,641.7866305866203,0.12464073,-6.33588205029267
0.67,596.2856567301444,0.083707005,-6.3281318267165565
0.68,659.7509834754682,0.08309248,-6.340324940681788
0.69,623.5025836414854,0.07227495,-6.335964359647766
0.7,624.6472043789805,0.093972385,-6.320607815723197
0.71,634.1890414028771,0.11753717,-6.306551138595441
0.72,645.0346500895905,0.121508986,-6.308640520820134
0.73,666.0681366609249,0.06399867,-6.282783690415108
0.74,687.6706114435506,0.069560766,-6.263642853884039
0.75,706.9903296726161,0.055205315,-6.250693248743295
0.76,753.4831148062768,0.08185884,-6.262831596992332
0.77,716.0698771701736,0.049771607,-6.2546489037903745
0.78,689.5727689287946,0.035500467,-6.2497441156284514
0.79,658.8628511306549,0.058519393,-6.2327091473489675
0.8,641.9955976385174,0.079440266,-6.217209123765881
0.81,633.2084954149365,0.110569715,-6.234411403040119
0.82,634.6537231124803,0.06344968,-6.249616982846329
0.83,646.0123281599398,0.13466427,-6.253463290464009
0.84,652.6612006096138,0.12840351,-6.23841979253616
0.85,598.0796256307068,0.081914514,-6.200970961906165
0.86,633.7361739675158,0.115080655,-6.193967721988664
0.87,657.8978893812532,0.12000412,-6.189701889432934
0.88,645.899535629577,0.118145525,-6.18821424206979
0.89,650.4163081316342,0.09273645,-6.191508465424148
0.9,657.7161350468566,0.09938824,-6.189424641966106
0.91,623.4185607710983,0.07327077,-6.19809206551928
0.92,625.7520239385051,0.0899044,-6.208011825535687
0.93,645.6020234671578,0.098594636,-6.2047220358837345
0.94,646.0955802327625,0.1409007,-6.236762374421663
0.95,651.2475057048664,0.11040828,-6.238756632920141
0.96,624.8938867107706,0.10663009,-6.229327596887345
0.97,626.9903357518675,0.11827257,-6.2276263154652325
0.98,651.0291462391365,0.104289174,-6.239660678451712
0.99,646.4116808148077,0.1455057,-6.2503632849031145
1.0,652.4609582839919,0.15248746,-6.265732512000552
1.01,655.6901633147016,0.08902466,-6.281909620536868
1.02,659.0175151086976,0.10104516,-6.263772997821944
1.03,633.8872927255044,0.10208082,-6.23184449775223
1.04,644.7271815374819,0.12522587,-6.2005213961153895
1.05,645.5580420858896,0.13278884,-6.190102844529367
1.06,651.2047616801232,0.12548167,-6.1986165404177695
1.07,632.5403135649747,0.10777357,-6.210955113652607
1.08,633.3032332707786,0.09185904,-6.245321774177766
1.09,644.1750611832704,0.12901378,-6.2907021410003345
1.1,652.307780626244,0.15265325,-6.319393952218465
1.11,658.6592222887272,0.13341713,-6.323717662074548
1.12,660.5162873179398,0.100526184,-6.319394232398457
1.13,636.563596790599,0.043459266,-6.315299335271451
1.14,648.9299596932897,0.02668488,-6.300417578569603
1.15,649.17185271375,0.01979965,-6.28919117102478
1.16,633.8476142551706,0.085920274,-6.3002632239014495
1.17,632.0136344945995,0.11741507,-6.303917672353696
1.18,633.0285820176126,0.09120387,-6.306879743439726
1.19,632.8349190386199,0.085682124,-6.314146152090885
1.2,634.719197814671,0.09108958,-6.336473419324985
1.21,650.8221110504073,0.14358911,-6.335664283440939
1.22,659.0812734540812,0.10211748,-6.329663289386837
1.23,624.1078643080577,0.11087358,-6.308744122926022
1.24,663.4079950641898,0.10544711,-6.290036321326331
1.25,698.0115555179965,0.08824718,-6.286102715182199
1.26,780.4366147793064,0.05170992,-6.289803366705016
1.27,690.9390968804047,0.06086859,-6.297832751160864
1.28,625.1139626292313,0.057727695,-6.287309885810392
1.29,625.9536418266173,0.087433904,-6.284417076067558
1.3,634.3221381187029,0.08971405,-6.290068133706331
1.31,644.8569344561555,0.12213212,-6.307652736451899
1.32,650.1325265193589,0.14412645,-6.331278021423159
1.33,651.3820969933663,0.118156165,-6.3360064662632825
1.34,656.1933598306794,0.09771752,-6.324302164407369
1.35,634.7617723990828,0.10042465,-6.313602807660259
1.36,642.5411794596648,0.07517654,-6.323075168801848
1.37,635.3112251039638,0.064287126,-6.3480243059341905
1.38,661.4163734256796,0.040483534,-6.348770941103708
1.39,633.5006571792333,0.09460986,-6.36309413929026
1.4,633.6067519561439,0.08726993,-6.384560749016852
1.41,644.0877705182882,0.11140245,-6.409265074297753
1.42,646.5077181532205,0.12134501,-6.412134118567484
1.43,661.3032632559382,0.114515334,-6.434315829917029
1.44,658.6873908267662,0.08539891,-6.426526315300715
1.45,645.8597324432982,0.048125595,-6.426081056682406
1.46,636.2182500661609,0.020837486,-6.424124344695782
1.47,632.7497710443238,0.02755493,-6.402977740214332
1.48,635.0521722467463,0.08983302,-6.37964094234073
1.49,657.6822559165034,0.123592764,-6.348185540530707
1.5,623.2174090746458,0.080408365,-6.298534998806843
1.51,625.5483187119028,0.086192966,-6.264929406686858
1.52,644.7464913711298,0.10583475,-6.221127009741475
1.53,647.4021177223015,0.11848432,-6.189828466359039
1.54,652.1109952164086,0.095864445,-6.164339724182959
1.55,623.3935946743993,0.09588936,-6.13869668204643
1.56,626.7877142167376,0.104331255,-6.102145975627245
1.57,634.564370988857,0.07800865,-6.081611500390932
1.58,644.3745815697196,0.12667388,-6.058526345477203
1.59,650.5814237687156,0.129275,-6.033695541453402
1.6,598.644406166587,0.05078441,-6.01288037011751
1.61,623.4569193087023,0.048072398,-6.016683361343461
1.62,632.7812158051189,0.048585653,-6.037973002327437
1.63,645.7810599165746,0.11558068,-6.050997015719701
1.64,651.7895372721323,0.08982894,-6.049618267141977
1.65,625.1970355001399,0.088011265,-6.041726004547066
1.66,632.8393554866641,0.094169855,-6.064812850509079
1.67,634.684861660394,0.09557727,-6.086720242515174
1.68,645.5776211638034,0.1007525,-6.109779295180233
1.69,652.404464301387,0.12726513,-6.131990581067928
1.7,651.5244198698392,0.1148881,-6.146529366490649
1.71,624.9373895340365,0.10000634,-6.1596472742175585
1.72,635.4491466879539,0.07961583,-6.148250303952036
1.73,652.850577259311,0.13755363,-6.1541918390847234
1.74,587.2097487430094,0.053264678,-6.183886847256491
1.75,595.3984701451909,0.047975212,-6.171504721765442
1.76,615.0616200709511,0.06906265,-6.184210516905243
1.77,627.3825197207818,0.105930924,-6.197367043321057
1.78,635.9730766965865,0.059622973,-6.207398166286113
1.79,646.1237309781857,0.13339028,-6.2161826857019165
1.8,651.9692280668864,0.12878019,-6.1893778896771225
1.81,659.0547395717372,0.08267024,-6.173690404018219
1.82,661.4170967458803,0.12562206,-6.147929631064909
1.83,661.6825191330498,0.08729416,-6.119099625029546
1.84,637.1722962808666,0.16200176,-6.096187984413094
1.85,636.3999996465758,0.15665549,-6.1026452827456925
1.86,644.5010152194288,0.1255008,-6.099151366971219
1.87,598.044010635417,0.09841412,-6.087726204408345
1.88,622.9612071509281,0.09004769,-6.067076910688169
1.89,625.801934892668,0.11732888,-6.057517057230528
1.9,627.2897920722116,0.11619568,-6.0435800077533255
1.91,651.13251691337,0.12880048,-6.045492529525957
1.92,658.4255861833976,0.10860896,-6.043095087111327
1.93,624.7900682120841,0.09585613,-6.0435345958939815
1.94,633.904692142741,0.10767773,-6.036951796529101
1.95,646.8129081227937,0.14503804,-6.038864275181043
1.96,645.3157824653744,0.04752478,-6.030390353421216
1.97,635.888529327488,0.29167393,-6.023229048258797
1.98,625.3300093180686,0.111245394,-6.005241127101717
1.99,628.5384230635104,0.05574113,-5.981430885864798
2.0,625.3780063443993,0.08997396,-5.954260273507059
2.01,640.0619177220932,0.03891924,-5.94893540557666
2.02,650.0526628095014,0.11125377,-5.957986542800908
2.03,658.2633971331592,0.090991884,-5.952813713550898
2.04,625.75436964169,0.10657385,-5.856707977187674
2.05,633.5215248259854,0.087504774,-5.7377561687990335
2.06,597.8226871936148,0.079579175,-5.5557924819940885
2.07,537.7320109974253,0.118745685,-5.368735232517091
2.08,489.6283624455879,0.47337034,-5.208398818134139
2.09,423.7621266417469,0.77640164,-5.0963899157981
2.1,394.06510733175594,0.8963798,-5.032479965067459
2.11,394.4352980654669,0.88861877,-5.009967463805512
2.12,394.8045590517313,0.9055809,-5.024009965771186
2.13,395.4531041895949,0.90563774,-5.072794118487584
2.14,396.52209272733097,0.9315592,-5.105928099795417
2.15,396.233157267747,0.91379046,-5.12497599182729
2.16,395.78772439464444,0.8978506,-5.093897457886364
2.17,395.06307254852885,0.91778415,-5.049378713016252
2.18,394.58850092363156,0.93631995,-5.048052898716604
2.19,393.58737071969523,0.94548345,-5.019889473349369
2.2,392.8110274020464,0.9529628,-5.007010954653312
2.21,392.00422024757364,0.93927586,-4.978927733495072
2.22,391.79876194738654,0.93988144,-4.965908433526359
2.23,392.25743921511446,0.95690906,-4.924381700034879
2.24,393.27213407771376,0.9628352,-4.841614860674561
2.25,394.62789346619496,0.94971097,-4.753550014605214
2.26,396.3065070379288,0.9372567,-4.68645686273428
2.27,397.0693995635919,0.9489669,-4.655025498105953
2.28,397.5717725051615,0.9484049,-4.638807168361585
2.29,398.0172063204935,0.9549602,-4.647326775769603
2.3,398.37814503351984,0.95287573,-4.6505565021081345
2.31,397.9634670500579,0.9558285,-4.677581712102349
2.32,397.4071738479514,0.9445299,-4.682774943546155
2.33,397.16532241121956,0.9473393,-4.6554568809801165
2.34,397.1583226807531,0.95170575,-4.575784429329347
2.35,396.8958743139802,0.95501184,-4.5022379974849285
2.36,396.4181484284213,0.9480258,-4.42863313151602
2.37,395.32430683076166,0.93005925,-4.377246687730605
2.38,393.6570477272877,0.9602369,-4.3592931781130995
2.39,392.9182005527614,0.96242106,-4.37634129161548
2.4,393.1252673814788,0.9663412,-4.402219658977251
2.41,393.9930195729884,0.9664701,-4.394284136129715
2.42,394.9296984153278,0.95069003,-4.363350530735934
2.43,395.8871774560289,0.9430064,-4.350519998566374
2.44,396.452821361524,0.953673,-4.364721887686235
2.45,396.61899164687463,0.9525813,-4.426852296678362
2.46,396.50575271782947,0.94614947,-4.5316343687150935
2.47,396.16387524292037,0.93309796,-4.664194708743078
2.48,395.7794868440137,0.9224603,-4.7782806981660375
2.49,395.61826261506667,0.91717654,-4.883765255620171
2.5,395.1840689843737,0.91805893,-4.9589524215766385
2.51,394.70897091916686,0.93284,-5.008055320365981
2.52,394.3058371635002,0.9349878,-5.054602460508997
2.53,394.0864319311641,0.93399996,-5.114736605327362
2.54,393.5250026270239,0.92629474,-5.153924190969333
2.55,393.2496069718369,0.9142543,-5.217213747656167
2.56,393.44103460924055,0.9267491,-5.2747866736101345
2.57,394.2404704133745,0.8996867,-5.3107284962262
2.58,393.94286524372694,0.863549,-5.344142688673048
2.59,393.38754957079846,0.84253347,-5.405400897207569
2.6,393.0564707725281,0.8648377,-5.411980146358983
2.61,392.65286491352305,0.8981279,-5.4017588163225065
2.62,393.2947108472086,0.8920096,-5.371740888205301
2.63,394.9958794482376,0.8077979,-5.345964130790917
2.64,395.0829382349729,0.82532203,-5.313668646089519
2.65,394.5575272239787,0.8209559,-5.198877809344236
2.66,392.4107715850482,0.7732512,-4.980829371742145
2.67,389.9399031101269,0.72587156,-4.736662753693545
2.68,391.78865100500116,0.73136747,-4.485306632402797
2.69,391.9794010664309,0.8701696,-4.299568974107108
2.7,391.79402318687187,0.90812033,-4.169148363500438
2.71,393.26403329892446,0.94452435,-4.13178049861691
2.72,395.4557214446916,0.9300686,-4.1719632720187345
2.73,396.6750282006765,0.9537176,-4.277759601390548
2.74,397.4007353490902,0.9679146,-4.441448563641132
2.75,397.21436483022944,0.9631441,-4.582579183595177
2.76,396.8846805080162,0.9526273,-4.704991428357789
2.77,396.5144709093105,0.94890654,-4.765757270424118
2.78,396.4827959604034,0.9555838,-4.764468007962119
2.79,396.5349547970774,0.9572378,-4.720799786014496
2.8,396.55145489030065,0.9562608,-4.687092320533664
2.81,395.99258612868493,0.9401536,-4.58262647730763
2.82,395.50401591277506,0.9286491,-4.3613924038704255
2.83,395.6951917582683,0.93833894,-4.094343405046672
2.84,395.4289107891307,0.9338819,-3.84085947860815
2.85,394.63772325775165,0.92904764,-3.6658130650581104
2.86,393.7051199578756,0.8800857,-3.556345143126223
2.87,394.32147150829087,0.722815,-3.5262567806201774
2.88,423.2276473878686,0.3229348,-3.535085394183823
2.89,489.54079181689684,0.8269186,-3.6203209257637985
2.9,519.8904033231303,0.92872363,-3.7610166781326293
2.91,522.0969655187865,0.9068617,-3.916748912073094
2.92,524.7547412811836,0.94198686,-4.079557440512032
2.93,526.7379032081171,0.9467701,-4.259076422331504
2.94,527.2967281194308,0.9499923,-4.4386059863305345
2.95,527.7478471148065,0.94212604,-4.616118429494308
2.96,528.4697503654362,0.92120224,-4.767395813772558
2.97,529.0903595485305,0.904127,-4.86853843923873
2.98,530.1599938186363,0.9249426,-4.93479441609085
2.99,530.2434908759838,0.9292566,-4.980677033716735
3.0,529.8098720112924,0.92949724,-4.975421753264386
3.01,529.7792255073749,0.9277098,-4.916045775139445
3.02,529.7525941973363,0.9234185,-4.823724296752967
3.03,529.6200088391603,0.91173387,-4.723039302497343
3.04,528.4567309252939,0.9249525,-4.619314038882862
3.05,527.0560464271939,0.9518579,-4.539303102297358
3.06,525.3489475741428,0.9609649,-4.49576357346152
3.07,523.7155314436764,0.9557831,-4.476115710470339
3.08,522.1717278797983,0.9354706,-4.463767872328133
3.09,520.7174222735713,0.9523128,-4.476129905467321
3.1,520.3664702969021,0.9489795,-4.495071350342766
3.11,520.4021752667405,0.9509863,-4.485832100974318
3.12,520.4451147191228,0.9523168,-4.435522574103064
3.13,521.3281396309384,0.94383395,-4.375340745151374
3.14,522.388855684244,0.9295072,-4.319434935690757
3.15,523.4359301820645,0.9431525,-4.263597274143126
3.16,524.6294953618291,0.959101,-4.2251289831341445
3.17,526.3575848854997,0.9559305,-4.218583540238953
